시도,화재유형,발화요인대분류,발화요인소분류,장소대분류,인명피해_발생여부,발생_월,발생_시간,발생_요일
전라남도,임야,부주의,쓰레기 소각,임야,0,1,12,5
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,1,1,12,5
경기도,"건축,구조물",부주의,담배꽁초,산업시설,0,1,12,5
충청남도,"건축,구조물",미상,미상,"판매,업무시설",0,1,13,5
서울특별시,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,1,13,5
부산광역시,기타(쓰레기 화재등),부주의,불장난,기타,0,1,13,5
서울특별시,"건축,구조물",부주의,음식물 조리중,산업시설,0,1,13,5
경기도,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량",0,1,13,5
경상남도,"건축,구조물",미상,미상,산업시설,0,1,13,5
경상북도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,13,5
전라남도,임야,부주의,기타(부주의),임야,0,1,13,5
제주특별자치도,"건축,구조물",가스누출(폭발),가스누출(폭발),주거,0,1,13,5
강원특별자치도,임야,미상,미상,임야,1,1,13,5
경상남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,13,5
경상북도,"건축,구조물",부주의,쓰레기 소각,산업시설,0,1,14,5
울산광역시,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,1,14,5
부산광역시,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,1,14,5
서울특별시,"건축,구조물",미상,미상,주거,1,1,14,5
경기도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,14,5
대구광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,14,5
전라남도,임야,부주의,"불씨,불꽃,화원방치",임야,0,1,14,5
강원특별자치도,임야,부주의,"불씨,불꽃,화원방치",임야,0,1,14,5
강원특별자치도,임야,부주의,"불씨,불꽃,화원방치",임야,0,1,14,5
전북특별자치도,"건축,구조물",전기적 요인,절연열화에 의한 단락,산업시설,0,1,14,5
전라남도,"건축,구조물",미상,미상,산업시설,0,1,15,5
경기도,"건축,구조물",기계적 요인,노후,주거,0,1,15,5
전라남도,임야,부주의,"논,임야태우기",임야,0,1,15,5
경기도,"건축,구조물",부주의,"용접, 절단, 연마",기타서비스,0,1,15,5
경기도,"건축,구조물",기계적 요인,"과열, 과부하",운수자동차시설,0,1,15,5
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,15,5
경상남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,15,5
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,1,15,5
경상남도,기타(쓰레기 화재등),부주의,"용접, 절단, 연마",기타,0,1,15,5
충청북도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,기타서비스,0,1,16,5
경기도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,1,16,5
서울특별시,"건축,구조물",미상,미상,"판매,업무시설",0,1,16,5
경상남도,임야,부주의,쓰레기 소각,임야,0,1,16,5
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,1,16,5
세종특별자치시,"건축,구조물",부주의,쓰레기 소각,주거,0,1,17,5
경기도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,17,5
부산광역시,"건축,구조물",부주의,담배꽁초,운수자동차시설,0,1,17,5
부산광역시,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,0,1,17,5
전라남도,"건축,구조물",부주의,"용접, 절단, 연마",주거,0,1,17,5
부산광역시,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,0,1,18,5
대전광역시,임야,부주의,담배꽁초,임야,0,1,18,5
충청남도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,19,5
경상남도,기타(쓰레기 화재등),방화의심,방화의심,기타,0,1,19,5
인천광역시,"건축,구조물",부주의,기타(부주의),생활서비스,0,1,19,5
대구광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,19,5
전라남도,임야,방화의심,방화의심,임야,0,1,19,5
충청남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,생활서비스,0,1,20,5
전라남도,"건축,구조물",부주의,쓰레기 소각,산업시설,0,1,20,5
경상남도,"건축,구조물",기계적 요인,정비불량,산업시설,0,1,20,5
서울특별시,"건축,구조물",부주의,가연물 근접방치,생활서비스,0,1,20,5
강원특별자치도,"건축,구조물",미상,미상,주거,1,1,21,5
전북특별자치도,"건축,구조물",전기적 요인,절연열화에 의한 단락,집합시설,0,1,21,5
광주광역시,"건축,구조물",전기적 요인,기타(전기적요인),주거,0,1,21,5
경상북도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,21,5
전북특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,22,5
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,22,5
경기도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,22,5
부산광역시,"건축,구조물",미상,미상,주거,1,1,22,5
강원특별자치도,"건축,구조물",미상,미상,교육시설,0,1,23,5
강원특별자치도,기타(쓰레기 화재등),부주의,폭죽놀이,기타,0,1,23,5
서울특별시,"건축,구조물",전기적 요인,접촉불량에 의한 단락,생활서비스,0,1,23,5
경상북도,"건축,구조물",미상,미상,생활서비스,0,1,0,6
경기도,"건축,구조물",미상,미상,산업시설,0,1,0,6
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,0,6
서울특별시,"건축,구조물",부주의,"용접, 절단, 연마","판매,업무시설",0,1,1,6
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,1,1,6
전라남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,1,6
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,1,6
서울특별시,"건축,구조물",전기적 요인,접촉불량에 의한 단락,기타서비스,0,1,1,6
충청북도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,1,6
경상북도,"건축,구조물",미상,미상,주거,0,1,1,6
경상북도,"건축,구조물",방화의심,방화의심,기타서비스,0,1,1,6
경상북도,"건축,구조물",미상,미상,산업시설,0,1,2,6
경기도,"건축,구조물",미상,미상,기타서비스,0,1,2,6
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,1,2,6
경기도,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,1,3,6
충청남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,3,6
전북특별자치도,"자동차,철도차량",미상,미상,"자동차,철도차량",0,1,4,6
경기도,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,1,4,6
인천광역시,"건축,구조물",화학적 요인,화학적 폭발,산업시설,0,1,4,6
대전광역시,"건축,구조물",가스누출(폭발),가스누출(폭발),주거,1,1,6,6
대구광역시,"자동차,철도차량",부주의,기타(부주의),"자동차,철도차량",0,1,6,6
경상남도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,6,6
서울특별시,"건축,구조물",기계적 요인,"과열, 과부하","판매,업무시설",0,1,6,6
경기도,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,1,6,6
강원특별자치도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,1,7,6
경기도,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,1,7,6
전북특별자치도,"건축,구조물",기타,기타,기타서비스,0,1,7,6
경기도,기타(쓰레기 화재등),기계적 요인,"과열, 과부하",기타,0,1,7,6
경상북도,"건축,구조물",전기적 요인,과부하/과전류,기타서비스,0,1,7,6
경상북도,"건축,구조물",부주의,가연물 근접방치,기타서비스,0,1,9,6
인천광역시,"건축,구조물",전기적 요인,기타(전기적요인),생활서비스,0,1,9,6
전라남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,산업시설,0,1,9,6
대전광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,9,6
경상북도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,9,6
충청북도,"건축,구조물",부주의,쓰레기 소각,산업시설,0,1,9,6
경기도,"건축,구조물",전기적 요인,트래킹에 의한 단락,산업시설,0,1,9,6
충청북도,"건축,구조물",기계적 요인,자동제어 실패,주거,0,1,10,6
충청북도,"건축,구조물",미상,미상,주거,0,1,10,6
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,11,6
충청남도,"건축,구조물",전기적 요인,미확인단락,주거,0,1,11,6
인천광역시,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,11,6
부산광역시,"건축,구조물",전기적 요인,미확인단락,주거,0,1,11,6
경기도,"건축,구조물",방화,방화,주거,0,1,11,6
경상북도,"건축,구조물",부주의,기타(부주의),주거,0,1,12,6
강원특별자치도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,12,6
경기도,"자동차,철도차량",전기적 요인,접촉불량에 의한 단락,"자동차,철도차량",0,1,12,6
경기도,기타(쓰레기 화재등),기계적 요인,기타(기계적요인),기타,0,1,12,6
경기도,기타(쓰레기 화재등),화학적 요인,자연발화,기타,0,1,12,6
경상남도,"건축,구조물",미상,미상,주거,1,1,12,6
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,13,6
전라남도,기타(쓰레기 화재등),부주의,음식물 조리중,기타,0,1,13,6
대구광역시,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,13,6
전라남도,임야,부주의,쓰레기 소각,임야,0,1,13,6
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,13,6
제주특별자치도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,14,6
충청북도,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,1,14,6
대전광역시,"건축,구조물",기계적 요인,"과열, 과부하",생활서비스,0,1,14,6
충청북도,"건축,구조물",기계적 요인,기타(기계적요인),산업시설,0,1,14,6
대구광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,14,6
경기도,기타(쓰레기 화재등),전기적 요인,접촉불량에 의한 단락,기타,0,1,14,6
서울특별시,"건축,구조물",방화,방화,주거,0,1,14,6
전북특별자치도,"건축,구조물",부주의,기타(부주의),주거,0,1,14,6
제주특별자치도,"자동차,철도차량",전기적 요인,기타(전기적요인),"자동차,철도차량",0,1,14,6
전라남도,임야,부주의,"논,임야태우기",임야,0,1,15,6
전북특별자치도,"건축,구조물",기계적 요인,"오일,연료누설",주거,0,1,15,6
경상북도,"건축,구조물",미상,미상,산업시설,0,1,15,6
서울특별시,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,16,6
경기도,"건축,구조물",부주의,기타(부주의),기타서비스,0,1,16,6
부산광역시,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,16,6
충청남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,16,6
전라남도,임야,부주의,쓰레기 소각,임야,0,1,16,6
강원특별자치도,"건축,구조물",미상,미상,주거,0,1,16,6
전북특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,16,6
서울특별시,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,1,16,6
경기도,"건축,구조물",기계적 요인,자동제어 실패,"판매,업무시설",0,1,17,6
경상남도,"건축,구조물",부주의,담배꽁초,주거,0,1,17,6
부산광역시,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,1,17,6
전라남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,1,17,6
대전광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,17,6
전라남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,18,6
경상북도,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,1,18,6
충청남도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,1,18,6
경상북도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,18,6
경상북도,"건축,구조물",미상,미상,산업시설,0,1,18,6
서울특별시,"건축,구조물",부주의,음식물 조리중,"판매,업무시설",0,1,18,6
부산광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,1,19,6
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,19,6
전북특별자치도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,19,6
울산광역시,"자동차,철도차량",전기적 요인,과부하/과전류,"자동차,철도차량",0,1,20,6
전북특별자치도,"건축,구조물",부주의,담배꽁초,주거,0,1,20,6
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,20,6
경상북도,"건축,구조물",전기적 요인,미확인단락,주거,0,1,20,6
경상남도,기타(쓰레기 화재등),부주의,음식물 조리중,기타,0,1,20,6
경기도,"건축,구조물",전기적 요인,과부하/과전류,주거,0,1,21,6
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,22,6
경기도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,산업시설,0,1,22,6
대구광역시,"건축,구조물",기계적 요인,"과열, 과부하",생활서비스,0,1,22,6
경상북도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,23,6
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,1,0,0
전라남도,"건축,구조물",기계적 요인,"과열, 과부하","의료,복지시설",0,1,0,0
대구광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,1,0
전라남도,"건축,구조물",방화의심,방화의심,주거,1,1,1,0
경상북도,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,1,1,0
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,2,0
인천광역시,"건축,구조물",전기적 요인,미확인단락,주거,0,1,2,0
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,4,0
부산광역시,"건축,구조물",부주의,담배꽁초,산업시설,0,1,5,0
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,5,0
경상북도,"건축,구조물",가스누출(폭발),가스누출(폭발),주거,1,1,5,0
